Initial,Final,Cost Function,Algorithm,Objective Found,Path Cost,Generated Nodes,Visited Nodes,Heuristic
"(5,17)","(29,28)",c2,Dijkstra,True,470,1812,927,
"(5,17)","(29,28)",c2,A,True,470,2413,614,h1
"(5,17)","(29,28)",c2,A,True,470,1853,469,h2
"(5,17)","(29,28)",c3,Dijkstra,True,384,1814,928,
"(5,17)","(29,28)",c3,A,True,384,1887,477,h1
"(5,17)","(29,28)",c3,A,True,384,1113,279,h2
"(5,17)","(29,28)",c4,Dijkstra,True,297,1809,925,
"(5,17)","(29,28)",c4,A,True,305,957,240,h1
"(5,17)","(29,28)",c4,A,True,298,221,56,h2
"(17,12)","(13,26)",c1,Dijkstra,True,180,1235,600,
"(17,12)","(13,26)",c1,A,True,180,385,97,h1
"(17,12)","(13,26)",c1,A,True,180,297,75,h2
"(17,12)","(13,26)",c2,Dijkstra,True,200,1018,488,
"(17,12)","(13,26)",c2,A,True,200,425,107,h1
"(17,12)","(13,26)",c2,A,True,200,305,77,h2
"(17,12)","(13,26)",c3,Dijkstra,True,181,1145,552,
"(17,12)","(13,26)",c3,A,True,181,337,85,h1
"(17,12)","(13,26)",c3,A,True,181,173,44,h2
"(17,12)","(13,26)",c4,Dijkstra,True,164,1252,609,
"(17,12)","(13,26)",c4,A,True,164,265,67,h1
"(17,12)","(13,26)",c4,A,True,174,73,19,h2
"(15,16)","(0,20)",c1,Dijkstra,True,190,1355,663,
"(15,16)","(0,20)",c1,A,True,190,409,104,h1
"(15,16)","(0,20)",c1,A,True,190,313,80,h2
"(15,16)","(0,20)",c2,Dijkstra,True,265,1535,760,
"(15,16)","(0,20)",c2,A,True,265,849,214,h1
"(15,16)","(0,20)",c2,A,True,265,589,149,h2
"(15,16)","(0,20)",c3,Dijkstra,True,214,1480,731,
"(15,16)","(0,20)",c3,A,True,214,545,137,h1
"(15,16)","(0,20)",c3,A,True,214,329,83,h2
"(15,16)","(0,20)",c4,Dijkstra,True,171,1446,709,
"(15,16)","(0,20)",c4,A,True,172,269,69,h1
"(15,16)","(0,20)",c4,A,True,175,112,29,h2
"(27,3)","(7,13)",c1,Dijkstra,True,300,1285,650,
"(27,3)","(7,13)",c1,A,True,300,1187,302,h1
"(27,3)","(7,13)",c1,A,True,300,921,231,h2
"(27,3)","(7,13)",c2,Dijkstra,True,400,1343,677,
"(27,3)","(7,13)",c2,A,True,400,1626,416,h1
"(27,3)","(7,13)",c2,A,True,400,1414,360,h2
"(27,3)","(7,13)",c3,Dijkstra,True,327,1306,657,
"(27,3)","(7,13)",c3,A,True,327,1267,324,h1
"(27,3)","(7,13)",c3,A,True,327,845,212,h2
"(27,3)","(7,13)",c4,Dijkstra,True,263,1244,622,
"(27,3)","(7,13)",c4,A,True,264,825,207,h1
"(27,3)","(7,13)",c4,A,True,266,197,50,h2
"(30,24)","(27,29)",c1,Dijkstra,True,80,139,67,
"(30,24)","(27,29)",c1,A,True,80,90,25,h1
"(30,24)","(27,29)",c1,A,True,80,87,24,h2
"(30,24)","(27,29)",c2,Dijkstra,True,95,137,67,
"(30,24)","(27,29)",c2,A,True,95,96,27,h1
"(30,24)","(27,29)",c2,A,True,95,87,24,h2
"(30,24)","(27,29)",c3,Dijkstra,True,82,139,68,
"(30,24)","(27,29)",c3,A,True,82,82,23,h1
"(30,24)","(27,29)",c3,A,True,82,67,19,h2
"(30,24)","(27,29)",c4,Dijkstra,True,71,147,71,
"(30,24)","(27,29)",c4,A,True,74,56,16,h1
"(30,24)","(27,29)",c4,A,True,77,29,9,h2
"(8,3)","(9,16)",c1,Dijkstra,True,140,499,245,
"(8,3)","(9,16)",c1,A,True,140,109,28,h1
"(8,3)","(9,16)",c1,A,True,140,109,28,h2
"(8,3)","(9,16)",c2,Dijkstra,True,145,407,196,
"(8,3)","(9,16)",c2,A,True,145,109,28,h1
"(8,3)","(9,16)",c2,A,True,145,109,28,h2
"(8,3)","(9,16)",c3,Dijkstra,True,140,484,237,
"(8,3)","(9,16)",c3,A,True,140,93,24,h1
"(8,3)","(9,16)",c3,A,True,140,97,25,h2
"(8,3)","(9,16)",c4,Dijkstra,True,135,584,288,
"(8,3)","(9,16)",c4,A,True,135,73,19,h1
"(8,3)","(9,16)",c4,A,True,139,61,16,h2
"(26,8)","(22,5)",c1,Dijkstra,True,70,218,100,
"(26,8)","(22,5)",c1,A,True,70,89,23,h1
"(26,8)","(22,5)",c1,A,True,70,77,20,h2
"(26,8)","(22,5)",c2,Dijkstra,True,90,222,101,
"(26,8)","(22,5)",c2,A,True,90,117,30,h1
"(26,8)","(22,5)",c2,A,True,90,85,22,h2
"(26,8)","(22,5)",c3,Dijkstra,True,74,213,97,
"(26,8)","(22,5)",c3,A,True,74,85,22,h1
"(26,8)","(22,5)",c3,A,True,74,65,17,h2
"(26,8)","(22,5)",c4,Dijkstra,True,64,192,88,
"(26,8)","(22,5)",c4,A,True,68,57,15,h1
"(26,8)","(22,5)",c4,A,True,64,29,8,h2
"(19,6)","(16,11)",c1,Dijkstra,True,80,279,128,
"(19,6)","(16,11)",c1,A,True,80,109,28,h1
"(19,6)","(16,11)",c1,A,True,80,93,24,h2
"(19,6)","(16,11)",c2,Dijkstra,True,95,253,115,
"(19,6)","(16,11)",c2,A,True,95,121,31,h1
"(19,6)","(16,11)",c2,A,True,95,93,24,h2
"(19,6)","(16,11)",c3,Dijkstra,True,82,270,123,
"(19,6)","(16,11)",c3,A,True,82,101,26,h1
"(19,6)","(16,11)",c3,A,True,82,73,19,h2
"(19,6)","(16,11)",c4,Dijkstra,True,71,267,121,
"(19,6)","(16,11)",c4,A,True,74,61,16,h1
"(19,6)","(16,11)",c4,A,True,77,33,9,h2
"(15,13)","(15,19)",c1,Dijkstra,True,60,169,74,
"(15,13)","(15,19)",c1,A,True,60,25,7,h1
"(15,13)","(15,19)",c1,A,True,60,25,7,h2
"(15,13)","(15,19)",c2,Dijkstra,True,60,126,53,
"(15,13)","(15,19)",c2,A,True,60,25,7,h1
"(15,13)","(15,19)",c2,A,True,60,25,7,h2
"(15,13)","(15,19)",c3,Dijkstra,True,60,148,63,
"(15,13)","(15,19)",c3,A,True,60,25,7,h1
"(15,13)","(15,19)",c3,A,True,60,25,7,h2
"(15,13)","(15,19)",c4,Dijkstra,True,60,183,81,
"(15,13)","(15,19)",c4,A,True,60,25,7,h1
"(15,13)","(15,19)",c4,A,True,60,25,7,h2
"(26,1)","(24,17)",c1,Dijkstra,True,180,539,267,
"(26,1)","(24,17)",c1,A,True,180,253,64,h1
"(26,1)","(24,17)",c1,A,True,180,201,51,h2
"(26,1)","(24,17)",c2,Dijkstra,True,190,447,221,
"(26,1)","(24,17)",c2,A,True,190,260,66,h1
"(26,1)","(24,17)",c2,A,True,190,201,51,h2
"(26,1)","(24,17)",c3,Dijkstra,True,180,488,242,
"(26,1)","(24,17)",c3,A,True,180,209,53,h1
"(26,1)","(24,17)",c3,A,True,180,157,40,h2
"(26,1)","(24,17)",c4,Dijkstra,True,171,583,290,
"(26,1)","(24,17)",c4,A,True,171,169,43,h1
"(26,1)","(24,17)",c4,A,True,179,73,19,h2
"(10,1)","(13,9)",c1,Dijkstra,True,110,296,142,
"(10,1)","(13,9)",c1,A,True,110,168,43,h1
"(10,1)","(13,9)",c1,A,True,110,141,36,h2
"(10,1)","(13,9)",c2,Dijkstra,True,125,273,129,
"(10,1)","(13,9)",c2,A,True,125,186,48,h1
"(10,1)","(13,9)",c2,A,True,125,141,36,h2
"(10,1)","(13,9)",c3,Dijkstra,True,111,287,137,
"(10,1)","(13,9)",c3,A,True,111,140,36,h1
"(10,1)","(13,9)",c3,A,True,111,73,19,h2
"(10,1)","(13,9)",c4,Dijkstra,True,97,332,162,
"(10,1)","(13,9)",c4,A,True,98,81,21,h1
"(10,1)","(13,9)",c4,A,True,107,45,12,h2
"(23,13)","(5,14)",c1,Dijkstra,True,190,1142,564,
"(23,13)","(5,14)",c1,A,True,190,149,38,h1
"(23,13)","(5,14)",c1,A,True,190,149,38,h2
"(23,13)","(5,14)",c2,Dijkstra,True,280,1289,648,
"(23,13)","(5,14)",c2,A,True,280,793,199,h1
"(23,13)","(5,14)",c2,A,True,280,501,126,h2
"(23,13)","(5,14)",c3,Dijkstra,True,227,1261,631,
"(23,13)","(5,14)",c3,A,True,227,437,110,h1
"(23,13)","(5,14)",c3,A,True,227,233,59,h2
"(23,13)","(5,14)",c4,Dijkstra,True,181,1250,620,
"(23,13)","(5,14)",c4,A,True,181,141,36,h1
"(23,13)","(5,14)",c4,A,True,183,81,21,h2
