Initial,Final,Cost Function,Algorithm,Objective Found,Path Cost,Generated Nodes,Visited Nodes,Heuristic
"(18,10)","(18,7)",c1,A,True,30,13,4,h2
"(18,10)","(18,7)",c2,Dijkstra,True,30,31,12,
"(18,10)","(18,7)",c2,A,True,30,13,4,h1
"(18,10)","(18,7)",c2,A,True,30,13,4,h2
"(18,10)","(18,7)",c3,Dijkstra,True,30,40,15,
"(18,10)","(18,7)",c3,A,True,30,13,4,h1
"(18,10)","(18,7)",c3,A,True,30,13,4,h2
"(18,10)","(18,7)",c4,Dijkstra,True,30,40,15,
"(18,10)","(18,7)",c4,A,True,30,13,4,h1
"(18,10)","(18,7)",c4,A,True,30,13,4,h2
"(0,3)","(26,14)",c1,Dijkstra,True,370,1459,741,
"(0,3)","(26,14)",c1,A,True,370,1516,388,h1
"(0,3)","(26,14)",c1,A,True,370,1281,324,h2
"(0,3)","(26,14)",c2,Dijkstra,True,500,1538,782,
"(0,3)","(26,14)",c2,A,True,500,2066,529,h1
"(0,3)","(26,14)",c2,A,True,500,1797,459,h2
"(0,3)","(26,14)",c3,Dijkstra,True,409,1508,766,
"(0,3)","(26,14)",c3,A,True,409,1648,422,h1
"(0,3)","(26,14)",c3,A,True,409,1171,297,h2
"(0,3)","(26,14)",c4,Dijkstra,True,318,1458,739,
"(0,3)","(26,14)",c4,A,True,324,1012,256,h1
"(0,3)","(26,14)",c4,A,True,319,225,58,h2
"(7,0)","(16,8)",c1,Dijkstra,True,170,525,260,
"(7,0)","(16,8)",c1,A,True,170,385,100,h1
"(7,0)","(16,8)",c1,A,True,170,347,90,h2
"(7,0)","(16,8)",c2,Dijkstra,True,215,586,288,
"(7,0)","(16,8)",c2,A,True,215,495,128,h1
"(7,0)","(16,8)",c2,A,True,215,418,108,h2
"(7,0)","(16,8)",c3,Dijkstra,True,178,516,255,
"(7,0)","(16,8)",c3,A,True,178,362,94,h1
"(7,0)","(16,8)",c3,A,True,178,255,66,h2
"(7,0)","(16,8)",c4,Dijkstra,True,145,478,237,
"(7,0)","(16,8)",c4,A,True,146,254,66,h1
"(7,0)","(16,8)",c4,A,True,146,68,18,h2
"(29,2)","(23,15)",c1,Dijkstra,True,190,513,256,
"(29,2)","(23,15)",c1,A,True,190,447,116,h1
"(29,2)","(23,15)",c1,A,True,190,389,98,h2
"(29,2)","(23,15)",c2,Dijkstra,True,220,465,232,
"(29,2)","(23,15)",c2,A,True,220,492,129,h1
"(29,2)","(23,15)",c2,A,True,220,455,118,h2
"(29,2)","(23,15)",c3,Dijkstra,True,193,475,237,
"(29,2)","(23,15)",c3,A,True,193,410,107,h1
"(29,2)","(23,15)",c3,A,True,193,281,71,h2
"(29,2)","(23,15)",c4,Dijkstra,True,169,496,248,
"(29,2)","(23,15)",c4,A,True,169,333,86,h1
"(29,2)","(23,15)",c4,A,True,175,77,20,h2
"(9,17)","(9,2)",c1,Dijkstra,True,150,892,429,
"(9,17)","(9,2)",c1,A,True,150,61,16,h1
"(9,17)","(9,2)",c1,A,True,150,61,16,h2
"(9,17)","(9,2)",c2,Dijkstra,True,150,646,303,
"(9,17)","(9,2)",c2,A,True,150,61,16,h1
"(9,17)","(9,2)",c2,A,True,150,61,16,h2
"(9,17)","(9,2)",c3,Dijkstra,True,150,803,384,
"(9,17)","(9,2)",c3,A,True,150,61,16,h1
"(9,17)","(9,2)",c3,A,True,150,61,16,h2
"(9,17)","(9,2)",c4,Dijkstra,True,150,1045,508,
"(9,17)","(9,2)",c4,A,True,150,61,16,h1
"(9,17)","(9,2)",c4,A,True,150,61,16,h2
"(29,2)","(0,14)",c1,Dijkstra,True,410,1608,819,
"(29,2)","(0,14)",c1,A,True,410,1766,455,h1
"(29,2)","(0,14)",c1,A,True,410,1545,390,h2
"(29,2)","(0,14)",c2,Dijkstra,True,555,1689,862,
"(29,2)","(0,14)",c2,A,True,555,2484,638,h1
"(29,2)","(0,14)",c2,A,True,555,2169,557,h2
"(29,2)","(0,14)",c3,Dijkstra,True,453,1661,847,
"(29,2)","(0,14)",c3,A,True,453,1951,499,h1
"(29,2)","(0,14)",c3,A,True,453,1498,380,h2
"(29,2)","(0,14)",c4,Dijkstra,True,363,1642,836,
"(29,2)","(0,14)",c4,A,True,365,1342,345,h1
"(29,2)","(0,14)",c4,A,True,371,233,59,h2
"(4,13)","(5,11)",c1,Dijkstra,True,30,51,20,
"(4,13)","(5,11)",c1,A,True,30,21,6,h1
"(4,13)","(5,11)",c1,A,True,30,21,6,h2
"(4,13)","(5,11)",c2,Dijkstra,True,35,47,18,
"(4,13)","(5,11)",c2,A,True,35,21,6,h1
"(4,13)","(5,11)",c2,A,True,35,21,6,h2
"(4,13)","(5,11)",c3,Dijkstra,True,31,47,18,
"(4,13)","(5,11)",c3,A,True,31,13,4,h1
"(4,13)","(5,11)",c3,A,True,31,13,4,h2
"(4,13)","(5,11)",c4,Dijkstra,True,31,47,18,
"(4,13)","(5,11)",c4,A,True,31,13,4,h1
"(4,13)","(5,11)",c4,A,True,31,13,4,h2
"(17,1)","(26,11)",c1,Dijkstra,True,190,812,401,
"(17,1)","(26,11)",c1,A,True,190,528,135,h1
"(17,1)","(26,11)",c1,A,True,190,437,110,h2
"(17,1)","(26,11)",c2,Dijkstra,True,235,831,406,
"(17,1)","(26,11)",c2,A,True,235,654,167,h1
"(17,1)","(26,11)",c2,A,True,235,538,137,h2
"(17,1)","(26,11)",c3,Dijkstra,True,198,783,384,
"(17,1)","(26,11)",c3,A,True,198,508,130,h1
"(17,1)","(26,11)",c3,A,True,198,341,86,h2
"(17,1)","(26,11)",c4,Dijkstra,True,165,748,369,
"(17,1)","(26,11)",c4,A,True,165,362,92,h1
"(17,1)","(26,11)",c4,A,True,166,77,20,h2
"(7,27)","(27,6)",c1,Dijkstra,True,410,1783,914,
"(7,27)","(27,6)",c1,A,True,410,2391,603,h1
"(7,27)","(27,6)",c1,A,True,410,1845,462,h2
"(7,27)","(27,6)",c2,Dijkstra,True,510,1787,916,
"(7,27)","(27,6)",c2,A,True,510,2979,757,h1
"(7,27)","(27,6)",c2,A,True,510,2571,646,h2
"(7,27)","(27,6)",c3,Dijkstra,True,428,1783,914,
"(7,27)","(27,6)",c3,A,True,428,2362,596,h1
"(7,27)","(27,6)",c3,A,True,428,1341,336,h2
"(7,27)","(27,6)",c4,Dijkstra,True,355,1772,908,
"(7,27)","(27,6)",c4,A,True,355,1665,419,h1
"(7,27)","(27,6)",c4,A,True,358,205,52,h2
"(30,9)","(5,12)",c1,Dijkstra,True,280,1213,606,
"(30,9)","(5,12)",c1,A,True,280,559,142,h1
"(30,9)","(5,12)",c1,A,True,280,409,104,h2
"(30,9)","(5,12)",c2,Dijkstra,True,405,1322,665,
"(30,9)","(5,12)",c2,A,True,405,1443,369,h1
"(30,9)","(5,12)",c2,A,True,405,973,248,h2
"(30,9)","(5,12)",c3,Dijkstra,True,331,1316,662,
"(30,9)","(5,12)",c3,A,True,331,1003,255,h1
"(30,9)","(5,12)",c3,A,True,331,577,147,h2
"(30,9)","(5,12)",c4,Dijkstra,True,255,1258,630,
"(30,9)","(5,12)",c4,A,True,261,351,89,h1
"(30,9)","(5,12)",c4,A,True,261,109,29,h2
"(23,25)","(3,0)",c1,Dijkstra,True,450,1849,952,
"(23,25)","(3,0)",c1,A,True,450,2919,739,h1
"(23,25)","(3,0)",c1,A,True,450,2161,546,h2
"(23,25)","(3,0)",c2,Dijkstra,True,550,1846,950,
"(23,25)","(3,0)",c2,A,True,550,3233,825,h1
"(23,25)","(3,0)",c2,A,True,550,2776,701,h2
"(23,25)","(3,0)",c3,Dijkstra,True,468,1849,952,
"(23,25)","(3,0)",c3,A,True,468,2861,726,h1
"(23,25)","(3,0)",c3,A,True,468,1705,432,h2
"(23,25)","(3,0)",c4,Dijkstra,True,384,1854,955,
"(23,25)","(3,0)",c4,A,True,387,1889,473,h1
"(23,25)","(3,0)",c4,A,True,398,221,56,h2
"(16,25)","(8,25)",c1,Dijkstra,True,80,286,132,
"(16,25)","(8,25)",c1,A,True,80,33,9,h1
"(16,25)","(8,25)",c1,A,True,80,33,9,h2
"(16,25)","(8,25)",c2,Dijkstra,True,120,342,160,
"(16,25)","(8,25)",c2,A,True,120,133,34,h1
"(16,25)","(8,25)",c2,A,True,120,85,22,h2
"(16,25)","(8,25)",c3,Dijkstra,True,96,319,149,
"(16,25)","(8,25)",c3,A,True,96,73,19,h1
"(16,25)","(8,25)",c3,A,True,96,33,9,h2
"(16,25)","(8,25)",c4,Dijkstra,True,76,321,151,
"(16,25)","(8,25)",c4,A,True,76,33,9,h1
"(16,25)","(8,25)",c4,A,True,76,33,9,h2
"(11,18)","(25,29)",c1,Dijkstra,True,250,1667,842,
"(11,18)","(25,29)",c1,A,True,250,945,237,h1
"(11,18)","(25,29)",c1,A,True,250,717,180,h2
"(11,18)","(25,29)",c2,Dijkstra,True,320,1660,839,
"(11,18)","(25,29)",c2,A,True,320,1271,322,h1
"(11,18)","(25,29)",c2,A,True,320,948,241,h2
"(11,18)","(25,29)",c3,Dijkstra,True,265,1665,841,
"(11,18)","(25,29)",c3,A,True,265,981,248,h1
"(11,18)","(25,29)",c3,A,True,265,557,140,h2
"(11,18)","(25,29)",c4,Dijkstra,True,210,1651,831,
"(11,18)","(25,29)",c4,A,True,214,581,146,h1
"(11,18)","(25,29)",c4,A,True,213,121,31,h2
"(0,26)","(11,17)",c1,Dijkstra,True,200,594,296,
"(0,26)","(11,17)",c1,A,True,200,540,139,h1
"(0,26)","(11,17)",c1,A,True,200,467,120,h2
"(0,26)","(11,17)",c2,Dijkstra,True,255,602,300,
"(0,26)","(11,17)",c2,A,True,255,666,173,h1
"(0,26)","(11,17)",c2,A,True,255,559,144,h2
"(0,26)","(11,17)",c3,Dijkstra,True,212,572,285,
"(0,26)","(11,17)",c3,A,True,212,541,140,h1
"(0,26)","(11,17)",c3,A,True,212,387,100,h2
"(0,26)","(11,17)",c4,Dijkstra,True,170,526,262,
"(0,26)","(11,17)",c4,A,True,170,376,97,h1
"(0,26)","(11,17)",c4,A,True,170,101,27,h2
"(14,7)","(3,5)",c1,Dijkstra,True,130,649,308,
"(14,7)","(3,5)",c1,A,True,130,173,44,h1
"(14,7)","(3,5)",c1,A,True,130,141,36,h2
"(14,7)","(3,5)",c2,Dijkstra,True,185,797,381,
"(14,7)","(3,5)",c2,A,True,185,393,99,h1
"(14,7)","(3,5)",c2,A,True,185,269,68,h2
"(14,7)","(3,5)",c3,Dijkstra,True,148,711,340,
"(14,7)","(3,5)",c3,A,True,148,229,58,h1
"(14,7)","(3,5)",c3,A,True,148,125,32,h2
"(14,7)","(3,5)",c4,Dijkstra,True,106,623,296,
"(14,7)","(3,5)",c4,A,True,114,61,16,h1
"(14,7)","(3,5)",c4,A,True,106,53,14,h2
"(9,14)","(2,24)",c1,Dijkstra,True,170,1057,514,
"(9,14)","(2,24)",c1,A,True,170,437,110,h1
"(9,14)","(2,24)",c1,A,True,170,349,88,h2
"(9,14)","(2,24)",c2,Dijkstra,True,205,1025,501,
"(9,14)","(2,24)",c2,A,True,205,569,143,h1
"(9,14)","(2,24)",c2,A,True,205,425,107,h2
"(9,14)","(2,24)",c3,Dijkstra,True,174,1023,497,
"(9,14)","(2,24)",c3,A,True,174,405,102,h1
"(9,14)","(2,24)",c3,A,True,174,221,56,h2
"(9,14)","(2,24)",c4,Dijkstra,True,147,1028,497,
"(9,14)","(2,24)",c4,A,True,147,273,69,h1
"(9,14)","(2,24)",c4,A,True,151,69,18,h2
"(1,28)","(12,22)",c1,Dijkstra,True,170,436,217,
"(1,28)","(12,22)",c1,A,True,170,402,104,h1
"(1,28)","(12,22)",c1,A,True,170,333,84,h2
"(1,28)","(12,22)",c2,Dijkstra,True,225,481,239,
"(1,28)","(12,22)",c2,A,True,225,520,136,h1
"(1,28)","(12,22)",c2,A,True,225,452,117,h2
"(1,28)","(12,22)",c3,Dijkstra,True,183,435,217,
"(1,28)","(12,22)",c3,A,True,183,413,108,h1
"(1,28)","(12,22)",c3,A,True,183,269,68,h2
"(1,28)","(12,22)",c4,Dijkstra,True,145,397,198,
"(1,28)","(12,22)",c4,A,True,149,264,67,h1
"(1,28)","(12,22)",c4,A,True,145,81,21,h2
"(10,24)","(27,27)",c1,Dijkstra,True,200,1068,527,
"(10,24)","(27,27)",c1,A,True,200,377,95,h1
"(10,24)","(27,27)",c1,A,True,200,285,72,h2
"(10,24)","(27,27)",c2,Dijkstra,True,285,1324,659,
"(10,24)","(27,27)",c2,A,True,285,845,215,h1
"(10,24)","(27,27)",c2,A,True,285,606,154,h2
"(10,24)","(27,27)",c3,Dijkstra,True,232,1224,605,
"(10,24)","(27,27)",c3,A,True,232,591,149,h1
"(10,24)","(27,27)",c3,A,True,232,349,88,h2
"(10,24)","(27,27)",c4,Dijkstra,True,179,1084,538,
"(10,24)","(27,27)",c4,A,True,179,209,53,h1
"(10,24)","(27,27)",c4,A,True,185,81,21,h2
"(30,18)","(28,1)",c1,Dijkstra,True,190,709,350,
"(30,18)","(28,1)",c1,A,True,190,195,54,h1
"(30,18)","(28,1)",c1,A,True,190,195,54,h2
"(30,18)","(28,1)",c2,Dijkstra,True,200,537,266,
"(30,18)","(28,1)",c2,A,True,200,198,55,h1
"(30,18)","(28,1)",c2,A,True,200,195,54,h2
"(30,18)","(28,1)",c3,Dijkstra,True,190,637,315,
"(30,18)","(28,1)",c3,A,True,190,155,44,h1
"(30,18)","(28,1)",c3,A,True,190,151,43,h2
"(30,18)","(28,1)",c4,Dijkstra,True,181,825,409,
"(30,18)","(28,1)",c4,A,True,181,149,42,h1
"(30,18)","(28,1)",c4,A,True,189,73,20,h2
"(20,27)","(26,5)",c1,Dijkstra,True,280,1401,702,
"(20,27)","(26,5)",c1,A,True,280,873,219,h1
"(20,27)","(26,5)",c1,A,True,280,641,161,h2
"(20,27)","(26,5)",c2,Dijkstra,True,310,1315,654,
"(20,27)","(26,5)",c2,A,True,310,998,251,h1
"(20,27)","(26,5)",c2,A,True,310,757,190,h2
"(20,27)","(26,5)",c3,Dijkstra,True,281,1386,694,
"(20,27)","(26,5)",c3,A,True,281,781,196,h1
"(20,27)","(26,5)",c3,A,True,281,393,99,h2
"(20,27)","(26,5)",c4,Dijkstra,True,255,1432,720,
"(20,27)","(26,5)",c4,A,True,255,597,150,h1
"(20,27)","(26,5)",c4,A,True,265,113,29,h2
"(16,22)","(4,23)",c1,Dijkstra,True,130,687,326,
"(16,22)","(4,23)",c1,A,True,130,101,26,h1
"(16,22)","(4,23)",c1,A,True,130,101,26,h2
"(16,22)","(4,23)",c2,Dijkstra,True,190,860,412,
"(16,22)","(4,23)",c2,A,True,190,385,97,h1
"(16,22)","(4,23)",c2,A,True,190,245,62,h2
"(16,22)","(4,23)",c3,Dijkstra,True,152,777,371,
"(16,22)","(4,23)",c3,A,True,152,209,53,h1
"(16,22)","(4,23)",c3,A,True,152,113,29,h2
"(16,22)","(4,23)",c4,Dijkstra,True,108,660,313,
"(16,22)","(4,23)",c4,A,True,112,53,14,h1
"(16,22)","(4,23)",c4,A,True,108,57,15,h2
"(28,24)","(15,24)",c1,Dijkstra,True,130,408,201,
"(28,24)","(15,24)",c1,A,True,130,53,14,h1
"(28,24)","(15,24)",c1,A,True,130,53,14,h2
"(28,24)","(15,24)",c2,Dijkstra,True,195,518,256,
"(28,24)","(15,24)",c2,A,True,195,346,88,h1
"(28,24)","(15,24)",c2,A,True,195,220,56,h2
"(28,24)","(15,24)",c3,Dijkstra,True,157,467,231,
"(28,24)","(15,24)",c3,A,True,157,169,43,h1
"(28,24)","(15,24)",c3,A,True,157,105,27,h2
"(28,24)","(15,24)",c4,Dijkstra,True,111,393,194,
"(28,24)","(15,24)",c4,A,True,111,53,14,h1
"(28,24)","(15,24)",c4,A,True,111,53,14,h2
"(16,3)","(19,24)",c1,Dijkstra,True,240,1228,614,
"(16,3)","(19,24)",c1,A,True,240,477,120,h1
"(16,3)","(19,24)",c1,A,True,240,349,88,h2
"(16,3)","(19,24)",c2,Dijkstra,True,255,1079,530,
"(16,3)","(19,24)",c2,A,True,255,505,127,h1
"(16,3)","(19,24)",c2,A,True,255,349,88,h2
"(16,3)","(19,24)",c3,Dijkstra,True,240,1185,590,
"(16,3)","(19,24)",c3,A,True,240,409,103,h1
"(16,3)","(19,24)",c3,A,True,240,253,64,h2
"(16,3)","(19,24)",c4,Dijkstra,True,226,1299,652,
"(16,3)","(19,24)",c4,A,True,226,301,76,h1
"(16,3)","(19,24)",c4,A,True,237,97,25,h2
"(23,19)","(22,12)",c1,Dijkstra,True,80,280,126,
"(23,19)","(22,12)",c1,A,True,80,61,16,h1
"(23,19)","(22,12)",c1,A,True,80,61,16,h2
"(23,19)","(22,12)",c2,Dijkstra,True,85,233,103,
"(23,19)","(22,12)",c2,A,True,85,61,16,h1
"(23,19)","(22,12)",c2,A,True,85,61,16,h2
"(23,19)","(22,12)",c3,Dijkstra,True,80,256,114,
"(23,19)","(22,12)",c3,A,True,80,49,13,h1
"(23,19)","(22,12)",c3,A,True,80,49,13,h2
"(23,19)","(22,12)",c4,Dijkstra,True,76,334,155,
"(23,19)","(22,12)",c4,A,True,77,33,9,h1
"(23,19)","(22,12)",c4,A,True,79,37,10,h2
"(11,24)","(30,7)",c1,Dijkstra,True,360,1806,927,
"(11,24)","(30,7)",c1,A,True,360,1927,487,h1
"(11,24)","(30,7)",c1,A,True,360,1420,360,h2
"(11,24)","(30,7)",c2,Dijkstra,True,455,1830,940,
"(11,24)","(30,7)",c2,A,True,455,2647,671,h1
"(11,24)","(30,7)",c2,A,True,455,2004,506,h2
"(11,24)","(30,7)",c3,Dijkstra,True,379,1819,934,
"(11,24)","(30,7)",c3,A,True,379,1990,500,h1
"(11,24)","(30,7)",c3,A,True,379,1089,273,h2
"(11,24)","(30,7)",c4,Dijkstra,True,305,1804,924,
"(11,24)","(30,7)",c4,A,True,308,1186,298,h1
"(11,24)","(30,7)",c4,A,True,311,181,47,h2
"(13,26)","(21,21)",c1,Dijkstra,True,130,569,273,
"(13,26)","(21,21)",c1,A,True,130,261,66,h1
"(13,26)","(21,21)",c1,A,True,130,213,54,h2
"(13,26)","(21,21)",c2,Dijkstra,True,170,598,286,
"(13,26)","(21,21)",c2,A,True,170,395,100,h1
"(13,26)","(21,21)",c2,A,True,170,285,72,h2
"(13,26)","(21,21)",c3,Dijkstra,True,139,547,262,
"(13,26)","(21,21)",c3,A,True,139,261,66,h1
"(13,26)","(21,21)",c3,A,True,139,177,45,h2
"(13,26)","(21,21)",c4,Dijkstra,True,106,522,251,
"(13,26)","(21,21)",c4,A,True,112,133,34,h1
"(13,26)","(21,21)",c4,A,True,108,53,14,h2
"(1,17)","(27,5)",c1,Dijkstra,True,380,1783,911,
"(1,17)","(27,5)",c1,A,True,380,1821,460,h1
"(1,17)","(27,5)",c1,A,True,380,1401,351,h2
"(1,17)","(27,5)",c2,Dijkstra,True,510,1780,908,
"(1,17)","(27,5)",c2,A,True,510,2624,669,h1
"(1,17)","(27,5)",c2,A,True,510,2074,527,h2
"(1,17)","(27,5)",c3,Dijkstra,True,419,1778,907,
"(1,17)","(27,5)",c3,A,True,419,2092,529,h1
"(1,17)","(27,5)",c3,A,True,419,1356,343,h2
"(1,17)","(27,5)",c4,Dijkstra,True,328,1779,908,
"(1,17)","(27,5)",c4,A,True,332,1171,295,h1
"(1,17)","(27,5)",c4,A,True,329,221,56,h2
"(0,7)","(3,13)",c1,Dijkstra,True,90,198,96,
"(0,7)","(3,13)",c1,A,True,90,105,29,h1
"(0,7)","(3,13)",c1,A,True,90,102,28,h2
"(0,7)","(3,13)",c2,Dijkstra,True,105,159,78,
"(0,7)","(3,13)",c2,A,True,105,115,32,h1
"(0,7)","(3,13)",c2,A,True,105,102,28,h2
"(0,7)","(3,13)",c3,Dijkstra,True,92,170,83,
"(0,7)","(3,13)",c3,A,True,92,97,27,h1
"(0,7)","(3,13)",c3,A,True,92,82,23,h2
"(0,7)","(3,13)",c4,Dijkstra,True,78,184,89,
"(0,7)","(3,13)",c4,A,True,81,59,17,h1
"(0,7)","(3,13)",c4,A,True,87,33,10,h2
"(0,7)","(3,27)",c1,Dijkstra,True,230,837,415,
"(0,7)","(3,27)",c1,A,True,230,319,86,h1
"(0,7)","(3,27)",c1,A,True,230,312,84,h2
"(0,7)","(3,27)",c2,Dijkstra,True,245,646,322,
"(0,7)","(3,27)",c2,A,True,245,325,88,h1
"(0,7)","(3,27)",c2,A,True,245,312,84,h2
"(0,7)","(3,27)",c3,Dijkstra,True,230,744,370,
"(0,7)","(3,27)",c3,A,True,230,247,68,h1
"(0,7)","(3,27)",c3,A,True,230,216,60,h2
"(0,7)","(3,27)",c4,Dijkstra,True,216,950,473,
"(0,7)","(3,27)",c4,A,True,216,206,57,h1
"(0,7)","(3,27)",c4,A,True,227,89,24,h2
"(22,7)","(14,14)",c1,Dijkstra,True,150,736,362,
"(22,7)","(14,14)",c1,A,True,150,353,89,h1
"(22,7)","(14,14)",c1,A,True,150,285,72,h2
"(22,7)","(14,14)",c2,Dijkstra,True,190,759,372,
"(22,7)","(14,14)",c2,A,True,190,501,126,h1
"(22,7)","(14,14)",c2,A,True,190,365,92,h2
"(22,7)","(14,14)",c3,Dijkstra,True,159,710,347,
"(22,7)","(14,14)",c3,A,True,159,361,91,h1
"(22,7)","(14,14)",c3,A,True,159,257,65,h2
"(22,7)","(14,14)",c4,Dijkstra,True,126,686,337,
"(22,7)","(14,14)",c4,A,True,128,193,49,h1
"(22,7)","(14,14)",c4,A,True,128,61,16,h2
"(14,19)","(11,26)",c1,Dijkstra,True,100,413,188,
"(14,19)","(11,26)",c1,A,True,100,149,38,h1
"(14,19)","(11,26)",c1,A,True,100,125,32,h2
"(14,19)","(11,26)",c2,Dijkstra,True,115,396,180,
"(14,19)","(11,26)",c2,A,True,115,169,43,h1
"(14,19)","(11,26)",c2,A,True,115,125,32,h2
"(14,19)","(11,26)",c3,Dijkstra,True,101,403,183,
"(14,19)","(11,26)",c3,A,True,101,121,31,h1
"(14,19)","(11,26)",c3,A,True,101,81,21,h2
"(14,19)","(11,26)",c4,Dijkstra,True,87,443,204,
"(14,19)","(11,26)",c4,A,True,90,73,19,h1
"(14,19)","(11,26)",c4,A,True,97,41,11,h2
"(2,29)","(19,24)",c1,Dijkstra,True,220,648,324,
"(2,29)","(19,24)",c1,A,True,220,492,128,h1
"(2,29)","(19,24)",c1,A,True,220,429,108,h2
"(2,29)","(19,24)",c2,Dijkstra,True,305,829,415,
"(2,29)","(19,24)",c2,A,True,305,777,202,h1
"(2,29)","(19,24)",c2,A,True,305,661,172,h2
"(2,29)","(19,24)",c3,Dijkstra,True,248,728,363,
"(2,29)","(19,24)",c3,A,True,248,579,151,h1
"(2,29)","(19,24)",c3,A,True,248,455,116,h2
"(2,29)","(19,24)",c4,Dijkstra,True,187,614,307,
"(2,29)","(19,24)",c4,A,True,193,285,74,h1
"(2,29)","(19,24)",c4,A,True,189,145,37,h2
"(13,16)","(23,2)",c1,Dijkstra,True,240,1715,865,
"(13,16)","(23,2)",c1,A,True,240,861,216,h1
"(13,16)","(23,2)",c1,A,True,240,657,165,h2
"(13,16)","(23,2)",c2,Dijkstra,True,290,1640,821,
"(13,16)","(23,2)",c2,A,True,290,1106,279,h1
"(13,16)","(23,2)",c2,A,True,290,862,217,h2
"(13,16)","(23,2)",c3,Dijkstra,True,247,1671,839,
"(13,16)","(23,2)",c3,A,True,247,833,209,h1
"(13,16)","(23,2)",c3,A,True,247,461,116,h2
"(13,16)","(23,2)",c4,Dijkstra,True,205,1711,862,
"(13,16)","(23,2)",c4,A,True,205,485,122,h1
"(13,16)","(23,2)",c4,A,True,215,97,25,h2
"(5,17)","(29,28)",c1,Dijkstra,True,350,1802,922,
"(5,17)","(29,28)",c1,A,True,350,1637,410,h1
"(5,17)","(29,28)",c1,A,True,350,1197,300,h2
